StormID,Time,Start,End,Ini_Lat,Ini_Lon,Ini_Time,,Lat_2,Lon_2,Time_2,,Lat_3,Lon_3,Time_3,,Distance1,Distance2,,Total Distance KM,Total Distance m,,Time1,Time2,TotalTime(S),,ObservedMotion(m/s),,,,Distance1_U,,Distance2_U,TotalD_U_dist,TotalU_Vector,,,Distance1_V,,Distance2_V,TotalD_V_dist,TotalV_Vector,,,TotalU_Vector,TotalV_Vector,,U**2,V**2,Mag,,AngleRad,AngleDeg
74,2,1:44,2:06,35.92289,-98.42478,1:44,1/0/1900 1:44,35.96025,-98.29551,2:00,1/0/1900 2:00,35.98344,-98.27095,2:06,1/0/1900 2:06,12.37878471,3.39530929,,15.774094,15774.094,,960,360,1320,,11.95007121,,,74,11.66679512,74,2.215530914,13.88232603,10.51691366,,74,4.145387813,74,2.573127124,6.718514937,5.089784043,,,10.51691366,5.089784043,,110.6054729,25.9059016,11.68380822,,0.450734891,25.82520694
83,2,1:44,2:52,36.36786,-96.82665,1:44,1/0/1900 1:44,36.48186,-96.6732,2:00,1/0/1900 2:00,36.58951,-96.48122,2:16,1/0/1900 2:16,18.69207973,20.93466348,,39.62674321,39626.74321,,960,960,1920,,20.63892876,,,83,13.77107583,83,17.20370774,30.97478357,16.13269978,,83,12.65022612,83,11.9458087,24.59603482,12.8104348,,,16.13269978,12.8104348,,260.2640022,164.1072398,20.60027286,,0.671112405,38.45190841
83,3,xxx,xxx,36.72617,-96.14606,2:45,1/0/1900 2:45,36.76238,-96.08356,2:52,1/0/1900 2:52,null,null,null,null,6.877753329,0,,6.877753329,6877.753329,,420,#VALUE!,420,,16.37560316,,,83,5.583115312,,0,5.583115312,13.2931317,,83,4.018327111,,0,4.018327111,9.567445502,,,13.2931317,9.567445502,,176.7073504,91.53601343,16.37813676,,0.623844212,35.7436404
84,2,1:49,2:13,36.25577,-96.37292,1:49,1/0/1900 1:49,36.32759,-96.29014,2:01,1/0/1900 2:01,36.44311,-96.21098,2:13,1/0/1900 2:13,10.89995154,14.65493029,,25.55488183,25554.88183,,720,720,1440,,17.74644572,,,84,7.439574454,84,7.10772198,14.54729643,10.10228919,,84,7.969464417,84,12.81881081,20.78827523,14.43630224,,,10.10228919,14.43630224,,102.0562469,208.4068224,17.61996224,,0.960215536,55.01629763
96,4,3:25,8:00,36.26515,-96.5581,3:46,1/0/1900 3:46,36.31575,-96.44949,4:00,1/0/1900 4:00,36.37107,-96.32683,4:14,1/0/1900 4:14,11.25691011,12.60681681,,23.86372691,23863.72691,,840,840,1680,,14.20459935,,,96,9.759791774,96,11.01522264,20.77501441,12.36608001,,96,5.614798333,96,6.13860478,11.75340311,6.996073282,,,12.36608001,6.996073282,,152.9199348,48.94504137,14.20791949,,0.514852639,29.4988833
96,5,xxx,xxx,36.42818,-96.07778,4:45,1/0/1900 4:45,36.47031,-95.96372,4:58,1/0/1900 4:58,36.51064,-95.80119,5:17,1/0/1900 5:17,11.24346251,15.23516736,,26.47862987,26478.62987,,780,1140,1920,,13.79095306,,,96,10.22818947,96,14.56679702,24.79498649,12.91405546,,96,4.675054456,96,4.475344215,9.150398671,4.765832641,,,12.91405546,4.765832641,,166.7728284,22.71316076,13.76539099,,0.353537272,20.2561936
96,6,xxx,xxx,36.59741,-95.52159,5:44,1/0/1900 5:44,36.63318,-95.37049,5:59,1/0/1900 5:59,36.64412,-95.23615,6:13,1/0/1900 6:13,14.0878909,12.07535621,,26.16324711,26163.24711,,900,840,1740,,15.03634891,,,96,13.52023796,96,12.01502344,25.5352614,14.67543759,,96,3.969412878,96,1.214021456,5.183434334,2.978985249,,,14.67543759,2.978985249,,215.3684685,8.874353114,14.97473945,,0.200270089,11.47463087
96,7,xxx,xxx,36.68293,-94.86084,6:48,1/0/1900 6:48,36.69358,-94.76834,7:00,1/0/1900 7:00,36.69062,-94.66757,7:13,1/0/1900 7:13,8.351121239,9.011731498,,17.36285274,17362.85274,,720,780,1500,,11.57523516,,,96,8.267640624,96,9.005570438,17.27321106,11.51547404,,96,1.181849767,96,0.328476767,1.510326534,1.006884356,,,11.51547404,1.006884356,,132.6061424,1.013816106,11.55940995,,0.087215696,4.997091268
96,8,xxx,xxx,36.76465,-94.39766,7:47,1/0/1900 7:47,36.79458,-94.2514,8:00,1/0/1900 8:00,null,null,null,null,13.47217507,0,,13.47217507,13472.17507,,780,#VALUE!,780,,17.27201932,,,96,13.05886063,,0,13.05886063,16.74212901,,96,3.321437351,,0,3.321437351,4.258253014,,,16.74212901,4.258253014,,280.2988838,18.13271873,17.27517301,,0.249062541,14.27023244
108,20,20:02,20:18,36.88756,-96.29317,20:02,1/0/1900 20:02,37.00063,-96.20589,20:13,1/0/1900 20:13,null,null,null,null,14.76143988,0,,14.76143988,14761.43988,,660,#VALUE!,660,,22.365818,,,108,7.780363042,,0,7.780363042,11.78842885,,108,12.54812358,,0,12.54812358,19.01230845,,,11.78842885,19.01230845,,138.9670548,361.4678726,22.37040293,,1.015770296,58.19935094
109,20,19:45,22:57,37.25288,-96.68781,19:45,1/0/1900 19:45,37.42206,-96.5229,20:02,1/0/1900 20:02,37.51974,-96.4313,20:13,1/0/1900 20:13,23.79307887,13.5346926,,37.32777147,37327.77147,,1020,660,1680,,22.21891159,,,109,14.63015838,109,8.108181691,22.73834007,13.53472623,,109,18.77626941,109,10.84116022,29.61742963,17.6294224,,,13.53472623,17.6294224,,183.1888141,310.7965342,22.22578116,,0.916041043,52.48528564
109,21,xxx,xxx,37.74287,-96.02962,20:45,1/0/1900 20:45,37.88173,-95.85074,21:00,1/0/1900 21:00,37.99897,-95.60352,21:17,1/0/1900 21:17,22.03750566,25.32979945,,47.36730511,47367.30511,,900,1020,1920,,24.67047141,,,109,15.76616769,109,21.74876101,37.5149287,19.53902536,,109,15.41247797,109,13.01309463,28.4255726,14.80498573,,,19.53902536,14.80498573,,381.773512,219.1876025,24.51450824,,0.648419578,37.15170517
109,22,xxx,xxx,38.19394,-95.27284,21:44,1/0/1900 21:44,38.34093,-95.08024,21:59,1/0/1900 21:59,38.49319,-94.84789,22:15,1/0/1900 22:15,23.45854322,26.40863498,,49.8671782,49867.1782,,900,960,1860,,26.81031086,,,109,16.87188134,109,20.31302573,37.18490707,19.99188552,,109,16.31611688,109,16.90152742,33.2176443,17.85894855,,,19.99188552,17.85894855,,399.6754866,318.9420433,26.80704254,,0.729106575,41.77472954
109,23,xxx,xxx,38.79028,-94.33358,22:47,1/0/1900 22:47,38.82622,-94.28174,22:57,1/0/1900 22:57,null,null,null,null,6.016103829,0,,6.016103829,6016.103829,,600,#VALUE!,600,,10.02683972,,,109,4.503939255,,0,4.503939255,7.506565425,,109,3.989764987,,0,3.989764987,6.649608312,,,7.506565425,6.649608312,,56.34852448,44.2172907,10.02825085,,0.72493602,41.53577436
113,0,xxx,xxx,36.82646,-95.20459,23:42,1/0/1900 23:42,36.90537,-95.08634,23:56,1/0/1900 23:56,36.9726,-94.9631,0:16,1/0/1900 0:16,13.70633139,13.27382554,,26.98015693,26980.15693,,840,1200,2040,,13.22556712,,,113,10.5495019,113,10.98337693,21.53287883,10.55533276,,113,8.75704759,113,7.460950035,16.21799763,7.949998836,,,10.55533276,7.949998836,,111.4150497,63.20248149,13.21429269,,0.645529173,36.98609715
113,1,xxx,xxx,37.06111,-94.74296,0:43,1/0/1900 0:43,37.13127,-94.64294,0:57,1/0/1900 0:57,37.21724,-94.50414,1:13,1/0/1900 1:13,11.81902692,15.58766934,,27.40669625,27406.69625,,840,960,1800,,15.22594236,,,113,8.89581708,113,12.33354759,21.22936467,11.79409148,,113,7.786317927,113,9.541028923,17.32734685,9.626303806,,,11.79409148,9.626303806,,139.1005938,92.66572497,15.22387332,,0.684539516,39.22122516
113,2,xxx,xxx,37.33449,-94.19421,1:47,1/0/1900 1:47,37.40401,-94.10812,2:00,1/0/1900 2:00,37.47364,-93.98566,2:14,1/0/1900 2:14,10.84822683,13.31054168,,24.15876851,24158.76851,,780,840,1620,,14.91282007,,,113,7.629316828,113,10.84242559,18.47174242,11.40231013,,113,7.715647697,113,7.727947164,15.44359486,9.533083248,,,11.40231013,9.533083248,,130.0126763,90.87967621,14.86244773,,0.696348802,39.89784743
113,3,xxx,xxx,37.60687,-93.71282,2:46,1/0/1900 2:46,37.65459,-93.55513,3:00,1/0/1900 3:00,37.70211,-93.4281,3:14,1/0/1900 3:14,14.89306585,12.38508427,,27.27815011,27278.15011,,840,840,1680,,16.23699411,,,113,13.92390964,113,11.20948521,25.13339485,14.96035408,,113,5.296418971,113,5.274263756,10.57068273,6.292073052,,,14.96035408,6.292073052,,223.8121942,39.59018329,16.22967583,,0.398123607,22.81080243
113,4,xxx,xxx,37.82682,-93.13345,3:48,1/0/1900 3:48,37.89971,-92.99298,4:02,1/0/1900 4:02,37.94793,-92.8256,4:18,1/0/1900 4:18,14.77296398,15.65962428,,30.43258825,30432.58825,,840,960,1800,,16.90699347,,,113,12.36678219,113,14.72139393,27.08817612,15.04898673,,113,8.090344701,113,5.352180615,13.44252532,7.46806962,,,15.04898673,7.46806962,,226.4720016,55.77206385,16.800121,,0.460643642,26.39293655
113,5,xxx,xxx,38.01659,-92.58797,4:44,1/0/1900 4:44,38.07828,-92.42985,4:56,1/0/1900 4:56,null,null,null,null,15.47633985,0,,15.47633985,15476.33985,,720,#VALUE!,720,,21.49491646,,,113,13.8849378,,0,13.8849378,19.28463583,,113,6.847428032,,0,6.847428032,9.510316711,,,19.28463583,9.510316711,,371.8971791,90.44612394,21.50216973,,0.458156719,26.25044633
113,22,21:57,4:56,36.1679,-95.90524,21:57,1/0/1900 21:57,36.3302,-95.78619,22:17,1/0/1900 22:17,null,null,null,null,20.94829434,0,,20.94829434,20948.29434,,1200,#VALUE!,1200,,17.45691195,,,113,10.71118719,,0,10.71118719,8.925989325,,113,18.00939623,,0,18.00939623,15.00783019,,,8.925989325,15.00783019,,79.67328543,225.234967,17.46162227,,1.034242011,59.25770225
113,23,xxx,xxx,36.49132,-95.63223,22:43,1/0/1900 22:43,36.55571,-95.58077,22:57,1/0/1900 22:57,36.67636,-95.45181,23:16,1/0/1900 23:16,8.502794814,17.67322109,,26.1760159,26176.0159,,840,1140,1980,,13.22021005,,,113,4.610872506,113,11.54538538,16.15625789,8.159726205,,113,7.145276808,113,13.38858607,20.53386288,10.37063782,,,8.159726205,10.37063782,,66.58113174,107.5501288,13.19588044,,0.904149696,51.80396163
114,0,xxx,xxx,37.08177,-95.24661,23:42,1/0/1900 23:42,37.27458,-95.14469,23:56,1/0/1900 23:56,37.46181,-94.9996,0:16,1/0/1900 0:16,23.23365309,24.43299146,,47.66664455,47666.64455,,840,1200,2040,,23.36600223,,,114,9.062345187,114,12.86811468,21.93045987,10.75022543,,114,21.39824369,114,20.77963842,42.17788211,20.67543241,,,10.75022543,20.67543241,,115.5673468,427.4735053,23.30323695,,1.091315086,62.52774852
114,22,22:03,0:30,36.3494,-96.00788,22:03,1/0/1900 22:03,36.453,-95.87515,22:17,1/0/1900 22:17,null,null,null,null,16.55070676,0,,16.55070676,16550.70676,,840,#VALUE!,840,,19.70322233,,,114,11.91441271,,0,11.91441271,14.18382465,,114,11.49612475,,0,11.49612475,13.6858628,,,14.18382465,13.6858628,,201.1808817,187.3028406,19.70999042,,0.767532557,43.97637615
114,23,xxx,xxx,36.64188,-95.66675,22:43,1/0/1900 22:43,36.72353,-95.61953,22:57,1/0/1900 22:57,36.89015,-95.43281,23:16,1/0/1900 23:16,9.995583664,24.89029564,,34.88587931,34885.87931,,840,1140,1980,,17.61913096,,,114,4.222760614,114,16.68023722,20.90299783,10.55706961,,114,9.06083975,114,18.4904922,27.55133195,13.91481412,,,10.55706961,13.91481412,,111.4517188,193.622052,17.46636112,,0.921754985,52.81267038
118,0,xxx,xxx,37.16727,-94.90631,23:42,1/0/1900 23:42,37.25041,-94.81317,23:56,1/0/1900 23:56,37.36042,-94.66285,0:16,1/0/1900 0:16,12.38928706,18.07381284,,30.46309991,30463.09991,,840,1200,2040,,14.93289211,,,118,8.272350763,118,13.33622731,21.60857807,10.59244023,,118,9.227006939,118,12.20928111,21.43628805,10.50798434,,,10.59244023,10.50798434,,112.19979,110.4177349,14.92037281,,0.781395616,44.77067096
118,23,22:31,0:48,36.7786,-95.2182,22:43,1/0/1900 22:43,36.88169,-95.15879,22:57,1/0/1900 22:57,37.00945,-95.09908,23:16,1/0/1900 23:16,12.60836772,15.14313438,,27.7515021,27751.5021,,840,1140,1980,,14.01591015,,,118,5.3034762,118,5.323110098,10.6265863,5.366962777,,118,11.44035726,118,14.1783733,25.61873056,12.93875281,,,5.366962777,12.93875281,,28.80428945,167.4113243,14.00769837,,1.177598896,67.47144669
121,0,xxx,xxx,37.60937,-95.11736,23:42,1/0/1900 23:42,37.67791,-95.01347,23:56,1/0/1900 23:56,37.73451,-94.78181,0:16,1/0/1900 0:16,11.9137996,21.3722848,,33.2860844,33286.0844,,840,1200,2040,,16.31670804,,,121,9.173103255,121,20.43593286,29.60903612,14.51423339,,121,7.607237064,121,6.282086334,13.8893234,6.808491862,,,14.51423339,6.808491862,,210.6629709,46.35556143,16.03179754,,0.438615846,25.1308368
121,1,xxx,xxx,37.7843,-94.53417,0:43,1/0/1900 0:43,37.84462,-94.43909,1:00,1/0/1900 1:00,null,null,null,null,10.71990943,0,,10.71990943,10719.90943,,1020,#VALUE!,1020,,10.50971513,,,121,8.375511238,,0,8.375511238,8.211285527,,121,6.695095866,,0,6.695095866,6.563819476,,,8.211285527,6.563819476,,67.42521001,43.08372611,10.51232306,,0.674354015,38.63763896
121,23,23:03,1:00,37.38459,-95.37435,23:03,1/0/1900 23:03,37.46482,-95.32095,23:16,1/0/1900 23:16,null,null,null,null,10.08113,0,,10.08113,10081.13,,780,#VALUE!,780,,12.92452564,,,121,4.729176479,,0,4.729176479,6.063046768,,121,8.904376221,,0,8.904376221,11.41586695,,,6.063046768,11.41586695,,36.76053611,130.3220182,12.92604171,,1.082573913,62.0269162
122,0,23:42,0:50,35.96503,-96.20535,23:42,1/0/1900 23:42,36.10326,-96.07037,23:56,1/0/1900 23:56,36.27419,-95.89407,0:16,1/0/1900 0:16,19.57653833,24.72271537,,44.29925371,44299.25371,,840,1200,2040,,21.71532045,,,122,12.17566442,122,15.87510758,28.050772,13.75037843,,122,15.3379502,122,18.96682068,34.30477088,16.81606416,,,13.75037843,16.81606416,,189.072907,282.7800138,21.72217578,,0.885359676,50.72737278
122,1,xxx,xxx,36.50548,-95.58883,0:43,1/0/1900 0:43,36.54506,-95.56199,0:50,1/0/1900 0:50,null,null,null,null,5.006934223,0,,5.006934223,5006.934223,,420,#VALUE!,420,,11.92127196,,,122,2.404455675,,0,2.404455675,5.724894464,,122,4.392143802,,0,4.392143802,10.45748524,,,5.724894464,10.45748524,,32.77441662,109.3589975,11.92197191,,1.069917105,61.30173454
123,0,23:10,0:30,36.1768,-96.00498,23:42,1/0/1900 23:42,36.28069,-95.86653,23:56,1/0/1900 23:56,36.45135,-95.64294,0:16,1/0/1900 0:16,16.96532139,27.59120555,,44.55652693,44556.52693,,840,1200,2040,,21.84143477,,,123,12.4552386,123,20.08801283,32.54325143,15.95257423,,123,11.5279717,123,18.93742348,30.46539518,14.93401725,,,15.95257423,14.93401725,,254.4846246,223.0248712,21.85199066,,0.752432791,43.11122329
124,0,23:56,0:30,36.66429,-95.28267,23:56,1/0/1900 23:56,36.83989,-95.02807,0:16,1/0/1900 0:16,null,null,null,null,29.94411232,0,,29.94411232,29944.11232,,1200,#VALUE!,1200,,24.95342693,,,124,22.76160616,,0,22.76160616,18.96800513,,124,19.48685919,,0,19.48685919,16.23904933,,,18.96800513,16.23904933,,359.7852186,263.7067231,24.96982062,,0.708041218,40.56777353
126,0,23:49,0:03,36.90587,-96.10837,23:49,1/0/1900 23:49,36.95605,-96.05176,23:56,1/0/1900 23:56,37.00306,-95.97109,0:03,1/0/1900 0:03,7.513213299,8.877258599,,16.3904719,16390.4719,,420,420,840,,19.51246655,,,126,5.045155348,126,7.184702048,12.2298574,14.55935404,,126,5.568793182,126,5.217040951,10.78583413,12.84027873,,,14.55935404,12.84027873,,211.9747901,164.8727579,19.4125616,,0.722739478,41.4099218
127,0,0:03,0:30,36.96378,-95.89221,0:03,1/0/1900 0:03,37.04668,-95.76205,0:16,1/0/1900 0:16,null,null,null,null,14.79365912,0,,14.79365912,14793.65912,,780,#VALUE!,780,,18.96622964,,,127,11.5912514,,0,11.5912514,14.86057872,,127,9.200054672,,0,9.200054672,11.79494189,,,14.86057872,11.79494189,,220.8367999,139.1206542,18.97254474,,0.670891808,38.43926908
128,0,23:56,0:57,36.98563,-95.75515,23:56,1/0/1900 23:56,37.10612,-95.57529,0:16,1/0/1900 0:16,null,null,null,null,20.85198339,0,,20.85198339,20851.98339,,1200,#VALUE!,1200,,17.37665283,,,128,16.01264917,,0,16.01264917,13.34387431,,128,13.37179975,,0,13.37179975,11.14316646,,,13.34387431,11.14316646,,178.0589816,124.1701588,17.38473872,,0.695766617,39.86449068
128,1,xxx,xxx,37.39694,-95.37187,0:43,1/0/1900 0:43,37.50236,-95.15201,0:57,1/0/1900 0:57,null,null,null,null,22.70157561,0,,22.70157561,22701.57561,,840,#VALUE!,840,,27.02568525,,,128,19.46790197,,0,19.46790197,23.17607377,,128,11.70015347,,0,11.70015347,13.92875413,,,23.17607377,13.92875413,,537.1303954,194.0101916,27.03961144,,0.541152371,31.00574695
129,0,23:49,0:10,37.11543,-95.63237,23:49,1/0/1900 23:49,37.14384,-95.55727,23:56,1/0/1900 23:56,37.23174,-95.40612,0:10,1/0/1900 0:10,7.380749518,16.59176566,,23.97251517,23972.51517,,420,840,1260,,19.02580569,,,129,6.674657815,129,13.42872693,20.10338475,15.95506726,,129,3.152943886,129,9.75524442,12.90818831,10.24459389,,,15.95506726,10.24459389,,254.5641713,104.951704,18.96090386,,0.570794685,32.70412645
130,0,23:42,0:50,37.2136,-95.52021,23:42,1/0/1900 23:42,37.31985,-95.41717,23:56,1/0/1900 23:56,37.43854,-95.23655,0:16,1/0/1900 0:16,14.91917408,20.72266884,,35.64184292,35641.84292,,840,1200,2040,,17.47149163,,,130,9.146042689,130,16.00969247,25.15573516,12.33124273,,130,11.79190635,130,13.17278149,24.96468784,12.23759208,,,12.33124273,12.23759208,,152.0595473,149.7586599,17.37291591,,0.781586416,44.78160295
131,1,0:50,1:06,36.65152,-96.1543,0:50,1/0/1900 0:50,36.71971,-96.01043,0:57,1/0/1900 0:57,36.74752,-95.94023,1:06,1/0/1900 1:06,14.92000347,6.988676746,,21.90868022,21908.68022,,420,540,960,,22.8215419,,,131,12.86431194,131,6.271480289,19.13579223,19.93311691,,131,7.5671643,131,3.086149581,10.65331388,11.09720196,,,19.93311691,11.09720196,,397.3291497,123.1478913,22.81396592,,0.507989297,29.10564277
132,1,0:57,1:20,36.97678,-95.97018,0:57,1/0/1900 0:57,37.05503,-95.78929,1:13,1/0/1900 1:13,null,null,null,null,18.29088909,0,,18.29088909,18290.88909,,960,#VALUE!,960,,19.05300947,,,132,16.10621368,,0,16.10621368,16.77730592,,132,8.684023836,,0,8.684023836,9.045858163,,,16.77730592,9.045858163,,281.4779939,81.82754991,19.06057564,,0.494492188,28.33231535
133,1,0:57,2:07,37.09961,-95.95434,0:57,1/0/1900 0:57,37.21399,-95.74221,1:13,1/0/1900 1:13,null,null,null,null,22.72008826,0,,22.72008826,22720.08826,,960,#VALUE!,960,,23.6667586,,,133,18.85738246,,0,18.85738246,19.64310673,,133,12.69395913,,0,12.69395913,13.22287409,,,19.64310673,13.22287409,,385.851642,174.8443992,23.67902112,,0.592481736,33.94670292
133,2,xxx,xxx,37.48016,-95.31453,1:47,1/0/1900 1:47,37.58456,-95.20887,2:01,1/0/1900 2:01,37.63773,-95.15636,2:07,1/0/1900 2:07,14.88213528,7.504717928,,22.38685321,22386.85321,,840,360,1200,,18.65571101,,,133,9.345503379,133,4.637978891,13.98348227,11.65290189,,133,11.58711029,133,5.901292113,17.4884024,14.57366867,,,11.65290189,14.57366867,,135.7901225,212.3918185,18.659634,,0.896307856,51.35465727
134,1,0:57,1:06,37.1702,-95.34389,0:57,1/0/1900 0:57,37.2119,-95.24607,1:06,1/0/1900 1:06,null,null,null,null,9.84133318,0,,9.84133318,9841.33318,,540,#VALUE!,540,,18.22469107,,,134,8.68767563,,0,8.68767563,16.0882882,,134,4.627917139,,0,4.627917139,8.570216924,,,16.0882882,8.570216924,,258.8330172,73.44861812,18.22859389,,0.489463429,28.04418873
135,1,0:48,1:00,36.77209,-94.94183,0:48,1/0/1900 0:48,36.83845,-94.79588,1:00,1/0/1900 1:00,null,null,null,null,14.96210048,0,,14.96210048,14962.10048,,720,#VALUE!,720,,20.78069511,,,135,13.02992329,,0,13.02992329,18.09711568,,135,7.364234399,,0,7.364234399,10.22810333,,,18.09711568,10.22810333,,327.5055959,104.6140977,20.78748887,,0.514421948,29.47420651
136,1,0:57,1:40,36.76775,-94.5192,0:57,1/0/1900 0:57,36.9276,-94.32829,1:13,1/0/1900 1:13,null,null,null,null,24.58868678,0,,24.58868678,24588.68678,,960,#VALUE!,960,,25.6132154,,,136,17.04475976,,0,17.04475976,17.75495808,,136,17.73932016,,0,17.73932016,18.4784585,,,17.75495808,18.4784585,,315.2385364,341.4534285,25.62600174,,0.805363277,46.14391676
138,1,0:36,2:03,37.27308,-95.83714,0:43,1/0/1900 0:43,37.38097,-95.77425,0:57,1/0/1900 0:57,37.50323,-95.68629,1:13,1/0/1900 1:13,13.20779078,15.64323175,,28.85102253,28851.02253,,840,960,1800,,16.02834585,,,138,5.577861004,138,7.790231283,13.36809229,7.426717937,,138,11.97404019,138,13.56914183,25.54318202,14.19065668,,,7.426717937,14.19065668,,55.15613932,201.374737,16.01658129,,1.088641598,62.37456897
138,2,xxx,xxx,37.85582,-95.46478,1:47,1/0/1900 1:47,37.90283,-95.377,1:58,1/0/1900 1:58,37.93553,-95.29636,2:03,1/0/1900 2:03,9.320063986,7.965537038,,17.28560102,17285.60102,,660,300,960,,18.0058344,,,138,7.725003497,138,7.092144899,14.8171484,15.43452958,,138,5.217837076,138,3.629534794,8.84737187,9.216012365,,,15.43452958,9.216012365,,238.2247034,84.93488391,17.97664004,,0.538287034,30.84157521
142,2,1:54,2:13,36.70969,-95.30145,1:54,1/0/1900 1:54,36.7357,-95.2514,2:01,1/0/1900 2:01,36.813,-95.13981,2:13,1/0/1900 2:13,5.321892523,13.14646027,,18.46835279,18468.35279,,420,720,1140,,16.20030946,,,142,4.471913905,142,9.967085175,14.43899908,12.66578867,,142,2.886393491,142,8.578245224,11.46463872,10.05670063,,,12.66578867,10.05670063,,160.4222026,101.1372276,16.17279908,,0.671074803,38.44975392
143,2,1:27,2:52,36.96469,-96.02177,1:47,1/0/1900 1:47,37.04699,-95.90165,2:01,1/0/1900 2:01,37.12486,-95.78306,2:13,1/0/1900 2:13,14.06141237,13.63302393,,27.6944363,27694.4363,,840,720,1560,,17.75284378,,,143,10.69702338,143,10.54939416,21.24641754,13.61949842,,143,9.133468968,143,8.64195446,17.77542343,11.3945022,,,13.61949842,11.3945022,,185.4907372,129.8346804,17.75740459,,0.696681616,39.91691623
143,3,xxx,xxx,37.19973,-95.66422,2:26,1/0/1900 2:26,37.29316,-95.52528,2:39,1/0/1900 2:39,null,null,null,null,16.10834355,0,,16.10834355,16108.34355,,780,#VALUE!,780,,20.6517225,,,143,12.33485733,,0,12.33485733,15.81391965,,143,10.3690732,,0,10.3690732,13.29368359,,,15.81391965,13.29368359,,250.0800547,176.7220234,20.65918871,,0.699030131,40.05147624
145,2,1:47,3:04,37.15085,-95.693,1:47,1/0/1900 1:47,37.21558,-95.54697,2:01,1/0/1900 2:01,37.27866,-95.38083,2:13,1/0/1900 2:13,14.82407462,16.31839558,,31.1424702,31142.4702,,840,720,1560,,19.96312192,,,145,12.97264986,145,14.74654215,27.71919201,17.76871283,,145,7.18380526,145,7.000762195,14.18456746,9.092671446,,,17.76871283,9.092671446,,315.7271556,82.67667402,19.96005585,,0.472982519,27.09990215
145,3,xxx,xxx,37.34808,-95.04087,2:45,1/0/1900 2:45,37.43495,-94.88466,2:58,1/0/1900 2:58,37.43201,-94.87202,3:04,1/0/1900 3:04,16.86128484,1.165304328,,18.02658917,18026.58917,,780,360,1140,,15.81279752,,,145,13.840873,145,1.118666487,14.95953949,13.12240306,,145,9.641266474,145,0.326298206,9.96756468,8.743477789,,,13.12240306,8.743477789,,172.1974621,76.44840385,15.76850868,,0.587749803,33.67558313
146,2,1:54,2:13,37.23574,-94.48451,1:54,1/0/1900 1:54,37.28354,-94.42912,2:01,1/0/1900 2:01,37.37402,-94.2813,2:13,1/0/1900 2:13,7.230873604,16.50666053,,23.73753413,23737.53413,,420,720,1140,,20.82239836,,,146,4.915093705,146,13.10868596,18.02377967,15.81033304,,146,5.304964207,146,10.04181554,15.34677975,13.4620875,,,15.81033304,13.4620875,,249.9666308,181.2277999,20.76522166,,0.705349174,40.41353078
149,1,1:06,3:04,37.11637,-96.24277,1:06,1/0/1900 1:06,37.14373,-96.15443,1:13,1/0/1900 1:13,null,null,null,null,8.416674297,0,,8.416674297,8416.674297,,420,#VALUE!,420,,20.03970071,,,149,7.851291297,,0,7.851291297,18.69355071,,149,3.036415022,,0,3.036415022,7.229559576,,,18.69355071,7.229559576,,349.4488381,52.26653166,20.04283837,,0.369024074,21.14352197
149,2,xxx,xxx,37.27864,-95.76364,1:47,1/0/1900 1:47,37.37069,-95.69157,2:01,1/0/1900 2:01,37.43686,-95.5451,2:13,1/0/1900 2:13,12.04866524,14.9033173,,26.95198254,26951.98254,,840,720,1560,,17.27691188,,,149,6.391586515,149,12.97397496,19.36556148,12.41382146,,149,10.216053,149,7.343892351,17.55994535,11.25637523,,,12.41382146,11.25637523,,154.1029632,126.7059833,16.757355,,0.736538196,42.20053011
149,3,xxx,xxx,37.55265,-95.18444,2:45,1/0/1900 2:45,37.6037,-95.00827,2:58,1/0/1900 2:58,37.64218,-94.94267,3:04,1/0/1900 3:04,16.56104314,7.1957041,,23.75674724,23756.74724,,780,360,1140,,20.83925196,,,149,15.56696389,149,5.792677552,21.35964144,18.73652758,,149,5.665963424,149,4.270870332,9.936833756,8.716520839,,,18.73652758,8.716520839,,351.0574658,75.97773554,20.66483006,,0.435434749,24.94857337
151,2,1:54,2:07,37.43956,-94.94935,1:54,1/0/1900 1:54,37.4809,-94.87881,2:01,1/0/1900 2:01,37.52056,-94.78425,2:07,1/0/1900 2:07,7.745926598,9.449277546,,17.19520414,17195.20414,,420,360,780,,22.04513351,,,151,6.242554755,151,8.363638975,14.60619373,18.7258894,,151,4.588173139,151,4.401746423,8.989919562,11.5255379,,,18.7258894,11.5255379,,350.6589338,132.8380239,21.98856425,,0.551729102,31.61174898
156,2,1:13,2:07,37.49227,-94.71509,1:47,1/0/1900 1:47,37.57464,-94.62068,2:01,1/0/1900 2:01,37.60297,-94.51548,2:07,1/0/1900 2:07,12.37772725,9.808948182,,22.18667543,22186.67543,,840,360,1200,,18.48889619,,,156,8.349106341,156,9.293088895,17.64219524,14.70182936,,156,9.142054134,156,3.144310158,12.28636429,10.23863691,,,14.70182936,10.23863691,,216.1437865,104.8296858,17.91573254,,0.608318729,34.85409574
157,2,2:07,5:30,36.25962,-96.09086,2:07,1/0/1900 2:07,36.31406,-96.04732,2:13,1/0/1900 2:13,null,null,null,null,7.196664162,0,,7.196664162,7196.664162,,360,#VALUE!,360,,19.99073378,,,157,3.912819341,,0,3.912819341,10.86894261,,157,6.040897951,,0,6.040897951,16.78027209,,,10.86894261,16.78027209,,118.1339135,281.5775314,19.99278482,,0.996024548,57.06800292
